@ATTRIBUTE 1	 REAL
0.139759,0.000000,0.000000,0.000000,0.139759,0.000000,0.000000,0.000000,0.000000,0.000000,0.913421,0.000000,0.000000,0.000000,0.910323,0.138518,0.150000,0.000000,0.500000,0.138542,0.406372,0.831598,0.946019,0.899770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.402986,0.826036,0.946586,0.897934,0.500000,0.426471,0.000000,0.007237,0.062500,0.000000,NONE	%docid = GX264-48-7111870 inc = 1 prob = 0.443432
0.079518,0.000000,0.000000,0.000000,0.079518,0.000000,0.000000,0.000000,0.000000,0.000000,0.914485,0.000000,0.000000,0.000000,0.911737,0.052323,0.050000,0.000000,0.375000,0.052277,0.489618,0.920154,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.484999,0.915784,0.999907,0.999897,0.250000,0.073529,0.000000,0.001085,0.062500,0.000000,NONE	%docid = GX265-83-1164925 inc = 0.139516113850223 prob = 0.436953
0.324613,0.000000,0.000000,0.000000,0.324613,0.000000,0.000000,0.000000,0.000000,0.000000,0.870386,0.000000,0.000000,0.000000,0.866732,0.265629,0.200000,0.000000,0.500000,0.265676,0.367274,0.824563,0.968883,0.891573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.363565,0.819288,0.970128,0.889812,0.250000,0.602941,0.000000,0.002858,0.062500,0.000000,NONE	%docid = GX265-89-7778990 inc = 0.139516113850223 prob = 0.355062
0.065404,0.000000,0.000000,0.000000,0.065404,0.000000,0.000000,0.000000,0.000000,0.000000,0.899593,0.000000,0.000000,0.000000,0.897001,0.073925,0.150000,0.000000,0.875000,0.074018,0.273574,0.585167,0.689214,0.774247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.271476,0.573060,0.688029,0.768842,0.750000,0.794118,0.000000,0.001611,0.062500,0.000000,NONE	%docid = GX269-08-4562089 inc = 0.0175282183466581 prob = 0.0973061
0.085616,0.000000,0.000000,0.000000,0.085616,0.000000,0.000000,0.000000,0.000000,0.000000,0.076847,0.000000,0.000000,0.000000,0.076849,0.052549,0.230769,0.600000,0.000000,0.052475,0.425787,0.586905,0.852173,0.621678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.415470,0.596531,0.804954,0.628362,0.000000,0.000000,0.000000,0.165492,0.117647,0.203704,NONE	%docid = GX000-35-6075889 inc = 1 prob = 0.0897452
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002697,0.461538,1.000000,0.157895,0.002861,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.112782,0.000000,0.044785,0.470588,0.851852,NONE	%docid = GX003-58-12299766 inc = 0.00420796632924859 prob = 0.0897452
0.047945,0.333333,1.000000,1.000000,0.058219,0.000000,0.000000,0.000000,0.000000,0.000000,0.077178,0.393555,1.000000,1.000000,0.102416,0.005464,0.076923,0.400000,0.157895,0.005369,0.993487,0.942621,1.000000,0.938935,1.000000,0.694545,0.788223,0.562583,0.630151,0.835930,0.999489,0.836046,1.000000,1.000000,1.000000,1.000000,0.990591,0.960958,0.979314,0.956851,0.600000,0.233083,0.000000,0.081435,1.000000,0.500000,NONE	%docid = GX009-66-3877920 inc = 0.0867658288450236 prob = 0.27722
0.017123,0.333333,0.000000,1.000000,0.023973,0.000000,0.000000,0.000000,0.000000,0.000000,0.013047,0.212890,0.000000,0.618818,0.018267,0.000305,0.230769,0.300000,0.157895,0.000234,0.244239,0.186507,0.127236,0.104268,0.347348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.618818,0.000000,0.000000,0.000000,0.242435,0.211461,0.150909,0.132872,0.000000,0.240602,0.000000,0.003612,0.058824,0.055556,NONE	%docid = GX010-14-9131898 inc = 1 prob = 0.0408459
0.136986,0.333333,0.000000,0.000000,0.140411,0.000000,0.000000,0.000000,0.000000,0.000000,0.110180,0.212890,0.000000,0.000000,0.112796,0.014749,0.153846,0.200000,0.315789,0.014701,0.533500,0.705716,0.933596,0.791215,0.423049,0.042078,0.000164,0.034174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.515821,0.709839,0.883651,0.792749,0.000000,0.210526,0.000000,0.281611,0.470588,1.000000,NONE	%docid = GX015-99-5318227 inc = 0.0128966568944937 prob = 0.0896816
0.034247,0.000000,1.000000,1.000000,0.041096,0.000000,0.000000,0.000000,0.000000,0.000000,0.055127,0.000000,1.000000,1.000000,0.071952,0.001946,0.230769,0.800000,0.210526,0.002016,0.999643,1.000000,0.946659,1.000000,0.000000,0.000000,0.000000,0.000000,0.422033,0.753895,0.998809,0.754069,0.961515,0.978454,0.999747,0.978461,0.988943,1.000000,0.926213,1.000000,0.600000,0.255639,0.000000,0.016834,0.235294,0.000000,NONE	%docid = GX018-78-4617887 inc = 0.0867658288450236 prob = 0.237294
0.106164,0.000000,1.000000,0.000000,0.109589,0.000000,0.000000,0.000000,0.000000,0.000000,0.249285,0.000000,1.000000,0.000000,0.257666,0.018478,0.076923,0.100000,0.000000,0.018242,0.935291,0.769760,0.993560,0.790713,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.905828,0.774188,0.941282,0.794965,0.200000,0.015038,0.000000,0.013264,0.058824,0.055556,NONE	%docid = GX021-43-14489209 inc = 1 prob = 0.208155
0.020548,0.333333,0.000000,0.000000,0.023973,0.000000,0.000000,0.000000,0.000000,0.000000,0.044690,0.393555,0.000000,0.000000,0.053099,0.008301,0.538462,0.200000,0.000000,0.008230,0.788384,0.627539,0.792654,0.715623,0.374246,0.491919,0.787239,0.398550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.785947,0.646434,0.765860,0.728406,0.000000,0.052632,0.000000,0.308683,0.058824,0.018519,NONE	%docid = GX040-72-2585512 inc = 0.00908891934047186 prob = 0.107013
0.003425,0.000000,0.000000,0.000000,0.003425,0.000000,0.000000,0.000000,0.000000,0.000000,0.002609,0.000000,0.000000,0.000000,0.002610,0.000000,0.230769,0.600000,0.157895,0.000000,0.169075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.158491,0.000000,0.000000,0.000000,0.600000,0.203008,0.000000,0.000150,0.117647,0.018519,NONE	%docid = GX043-56-14710822 inc = 0.0188723956851613 prob = 0.054334
0.075342,0.000000,0.000000,0.000000,0.075342,0.000000,0.000000,0.000000,0.000000,0.000000,0.185153,0.000000,0.000000,0.000000,0.185128,0.001970,0.000000,0.600000,1.000000,0.002274,0.860215,0.670722,0.881571,0.596573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.826152,0.658518,0.828686,0.587904,0.600000,0.894737,0.000000,0.000000,0.000000,0.055556,NONE	%docid = GX105-76-10573369 inc = 1 prob = 0.0909099
0.037671,0.000000,0.000000,0.000000,0.037671,0.000000,0.000000,0.000000,0.000000,0.000000,0.080963,0.000000,0.000000,0.000000,0.080953,0.002556,0.384615,0.500000,0.631579,0.002790,1.000000,0.930499,0.927183,0.949216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.954907,0.902019,0.873270,0.923894,0.600000,0.639098,0.000000,1.000000,0.588235,0.074074,NONE	%docid = GX121-54-8738908 inc = 1 prob = 0.0963418
0.030822,0.000000,1.000000,0.000000,0.034247,0.000000,0.000000,0.000000,0.000000,0.000000,0.029291,0.000000,0.507066,0.000000,0.031901,0.007363,0.076923,0.800000,0.105263,0.007339,0.597208,0.672901,0.798666,0.765405,0.000000,0.000000,0.000000,0.000000,0.213999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.576971,0.682341,0.764552,0.770772,0.200000,0.225564,0.000000,0.258286,0.235294,0.148148,NONE	%docid = GX235-58-12948429 inc = 1 prob = 0.141849
0.082192,0.000000,0.000000,0.000000,0.082192,0.000000,0.000000,0.000000,0.000000,0.000000,0.103271,0.000000,0.000000,0.000000,0.103266,0.180111,0.153846,0.000000,0.052632,0.179887,0.349808,0.495320,0.780156,0.511560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344673,0.509416,0.737636,0.521875,0.200000,0.075188,0.000000,0.001586,0.058824,0.000000,NONE	%docid = GX241-47-10817127 inc = 1 prob = 0.149571
0.003425,0.000000,0.000000,0.000000,0.003425,0.000000,0.000000,0.000000,0.000000,0.000000,0.008416,0.000000,0.000000,0.000000,0.008415,0.002298,0.230769,0.100000,0.105263,0.002157,0.471388,0.370909,0.551414,0.357153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.449009,0.380447,0.519328,0.363826,0.200000,0.172932,0.000000,0.006916,0.058824,0.000000,NONE	%docid = GX245-27-13109041 inc = 0.0106759041109306 prob = 0.0863382
0.047945,1.000000,1.000000,1.000000,0.065068,0.000000,0.000000,0.000000,0.000000,0.000000,0.077178,1.000000,1.000000,1.000000,0.113440,0.005464,1.000000,0.400000,0.210526,0.005674,0.993487,0.942621,1.000000,0.938935,0.539034,1.000000,1.000000,1.000000,0.630151,0.835930,0.999489,0.836046,0.961515,0.978454,0.999747,0.978461,1.000000,0.973515,1.000000,0.967422,0.600000,0.270677,0.000000,0.025181,0.235294,0.481481,NONE	%docid = GX248-72-2159475 inc = 0.0867658288450236 prob = 0.268687
1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.789474,1.000000,0.430054,0.586846,0.926308,0.589039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.422241,0.597527,0.875553,0.597543,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,NONE	%docid = GX259-41-8451636 inc = 1 prob = 0.102346
0.035222,1.000000,0.500000,0.500000,0.047473,0.000000,0.000000,0.000000,0.000000,0.000000,0.039706,1.000000,0.500000,0.833136,0.055098,0.035649,1.000000,0.250000,0.000000,0.043276,0.821211,0.247792,0.628259,0.000000,0.404856,0.000000,1.000000,0.026641,0.753434,0.280661,0.008739,0.123807,0.874825,0.831320,0.991552,0.650721,0.882274,0.191504,0.656464,0.000000,0.500000,0.000000,0.000000,1.000000,0.391011,0.153846,NONE	%docid = GX000-02-1932502 inc = 1 prob = 0.142411
0.013783,0.625000,0.500000,0.000000,0.019908,0.000000,0.000000,0.000000,0.000000,0.000000,0.013814,0.625000,0.500000,0.000000,0.022351,0.026574,0.263158,0.250000,0.444444,0.028599,0.734937,0.351580,0.472732,0.265383,0.777940,0.198854,0.802535,0.183831,0.753434,0.280661,0.008739,0.123807,0.000000,0.000000,0.000000,0.000000,0.818240,0.352550,0.538542,0.271325,0.500000,0.551724,0.000000,0.368613,0.047191,0.063348,NONE	%docid = GX002-25-1643923 inc = 0.0104028224372639 prob = 0.0953456
0.050536,0.000000,0.000000,0.500000,0.049005,0.000000,0.000000,0.000000,0.000000,0.000000,0.033390,0.000000,0.000000,0.833136,0.033072,0.205466,0.157895,0.125000,0.333333,0.206130,0.442462,0.357617,0.489850,0.417799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.760640,0.790292,0.990603,0.619554,0.419443,0.340075,0.456153,0.403770,0.750000,0.396552,0.000000,0.037517,0.011236,0.099548,NONE	%docid = GX003-63-0000000 inc = 0.0112555496834824 prob = 0.237998
0.047473,0.125000,1.000000,0.000000,0.049005,0.000000,0.000000,0.000000,0.000000,0.000000,0.033652,0.125000,0.678972,0.000000,0.035022,0.074538,0.144737,1.000000,0.666667,0.077056,0.867990,0.754639,0.900050,0.759420,0.337672,0.100318,0.000000,0.000000,0.412650,0.407845,0.110483,0.705655,0.000000,0.000000,0.000000,0.000000,0.852524,0.739156,0.880239,0.747008,0.500000,0.551724,0.000000,0.017324,0.024719,0.149321,LOW	%docid = GX029-52-5996252 inc = 0.0172268083523612 prob = 0.097023
0.044410,0.125000,1.000000,0.000000,0.045942,0.000000,0.000000,0.000000,0.000000,0.000000,0.028566,0.125000,0.678972,0.000000,0.029911,0.072702,0.092105,0.750000,0.666667,0.074358,0.845372,0.768963,0.890140,0.769108,0.478538,0.292473,0.003064,0.082136,0.515099,0.613987,0.119188,0.807993,0.000000,0.000000,0.000000,0.000000,0.831498,0.757852,0.874714,0.760305,0.500000,0.551724,0.000000,0.014088,0.024719,0.149321,LOW	%docid = GX029-67-13323422 inc = 0.0182567015729654 prob = 0.0950244
0.022971,0.375000,1.000000,0.500000,0.029096,0.000000,0.000000,0.000000,0.000000,0.000000,0.022629,0.375000,1.000000,0.833136,0.031086,0.034028,0.276316,0.625000,0.333333,0.036693,0.892836,0.491438,0.605762,0.379633,0.509077,0.060306,0.542475,0.082136,0.725289,0.418057,0.993454,0.083950,0.760640,0.790292,0.990603,0.619554,0.922458,0.463650,0.636535,0.364386,0.750000,0.310345,0.000000,0.038264,0.026966,0.149321,NONE	%docid = GX032-77-10585330 inc = 1 prob = 0.213837
0.049005,0.250000,1.000000,0.000000,0.052067,0.000000,0.000000,0.000000,0.000000,0.000000,0.037101,0.250000,0.678972,0.000000,0.040190,0.085017,0.184211,0.937500,0.555556,0.087632,0.851981,0.647105,0.844880,0.663306,0.501083,0.558204,0.343222,0.082136,0.434241,0.453945,0.112658,0.728602,0.000000,0.000000,0.000000,0.000000,0.846805,0.638619,0.836054,0.657008,0.500000,0.482759,0.000000,0.087247,0.033708,0.122172,LOW	%docid = GX032-81-16000456 inc = 0.0163570934010083 prob = 0.136584
0.059724,0.125000,1.000000,0.500000,0.062787,0.000000,0.000000,0.000000,0.000000,0.000000,0.043748,0.125000,1.000000,0.833136,0.048586,0.206870,0.078947,0.437500,0.222222,0.207317,0.538540,0.389468,0.563351,0.442510,0.534257,0.013075,0.003831,0.110148,0.882365,0.375305,1.000000,0.147657,0.795239,0.802210,0.990919,0.628608,0.562022,0.385157,0.558955,0.439850,0.500000,0.275862,0.000000,0.168560,0.011236,0.126697,NONE	%docid = GX048-94-8405076 inc = 1 prob = 0.247402
1.000000,0.125000,0.500000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.125000,0.500000,0.000000,1.000000,1.000000,0.052632,0.312500,1.000000,1.000000,0.852119,0.281258,0.918477,0.447154,0.696437,0.530426,0.005366,0.183831,0.670743,0.190306,0.006552,0.083950,0.000000,0.000000,0.000000,0.000000,0.888990,0.270060,0.879877,0.438432,1.000000,1.000000,0.000000,0.152698,1.000000,1.000000,NONE	%docid = GX058-31-2671800 inc = 1 prob = 0.119169
0.078101,0.000000,0.500000,0.500000,0.078101,0.000000,0.000000,0.000000,0.000000,0.000000,0.050234,0.000000,0.500000,0.833136,0.051770,0.479853,0.000000,0.500000,0.666667,0.479927,0.000000,0.000000,0.000000,0.082817,0.000000,0.000000,0.000000,0.000000,0.504600,0.000000,0.000000,0.000000,0.672822,0.761183,0.989656,0.597441,0.000000,0.000000,0.000000,0.080531,0.500000,0.517241,0.000000,0.007816,0.006742,0.000000,NONE	%docid = GX060-04-14839059 inc = 1 prob = 0.0364696
0.085758,0.250000,1.000000,0.500000,0.090352,0.000000,0.000000,0.000000,0.000000,0.000000,0.016659,0.177466,0.678972,0.833136,0.018510,0.099600,0.118421,0.437500,0.222222,0.100475,0.594759,0.726931,1.000000,0.513550,0.562139,1.000000,0.050366,1.000000,0.746886,1.000000,0.130092,1.000000,0.795239,0.802210,0.990919,0.628608,0.608450,0.724882,1.000000,0.516334,0.500000,0.465517,0.000000,0.182963,0.011236,0.099548,NONE	%docid = GX097-72-10664302 inc = 1 prob = 0.250317
0.075038,0.250000,0.000000,1.000000,0.078101,0.000000,0.000000,0.000000,0.000000,0.000000,0.066269,0.177466,0.000000,1.000000,0.067714,0.118181,0.184211,0.500000,0.111111,0.119577,0.876525,0.636485,0.908276,0.647724,0.392702,0.716745,0.046541,0.839920,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.877608,0.653749,0.917777,0.664042,0.250000,0.068966,0.000000,0.236407,0.013483,0.126697,NONE	%docid = GX231-04-6981238 inc = 0.0339375966970256 prob = 0.148678
0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.166864,0.000000,0.000000,0.000000,0.250000,0.555556,0.000000,0.770100,0.558641,0.338571,0.143912,0.000000,0.000000,0.000000,0.000000,0.753434,0.280661,0.008739,0.123807,0.140149,0.000000,0.000000,0.000000,0.910089,0.749981,0.394898,0.677814,0.500000,0.534483,0.000000,0.000000,0.000000,0.018100,NONE	%docid = GX239-25-13958229 inc = 1 prob = 0.126997
0.036753,0.125000,0.500000,1.000000,0.039816,0.000000,0.000000,0.000000,0.000000,0.000000,0.028189,0.125000,0.500000,1.000000,0.031392,0.028843,0.052632,0.125000,0.555556,0.029031,1.000000,1.000000,0.938555,1.000000,0.696437,0.530426,0.005366,0.183831,1.000000,0.561342,0.013115,0.247613,0.839901,0.917478,0.998736,0.930914,1.000000,1.000000,0.951404,1.000000,0.500000,0.465517,0.000000,0.014793,0.013483,0.054299,NONE	%docid = GX241-86-8663630 inc = 0.0928207194016521 prob = 0.20294
0.047473,0.125000,0.000000,0.000000,0.045942,0.000000,0.000000,0.000000,0.000000,0.000000,0.048348,0.125000,0.000000,0.000000,0.048212,0.085989,0.026316,0.000000,0.000000,0.085150,0.725148,0.275668,0.584246,0.219969,1.000000,0.825191,0.006903,0.309792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.761439,0.270617,0.560536,0.216757,0.000000,0.224138,0.000000,0.004387,0.002247,0.000000,NONE	%docid = GX253-41-8777686 inc = 0.00270658217544029 prob = 0.103563
0.036753,0.000000,0.000000,1.000000,0.036753,0.000000,0.000000,0.000000,0.000000,0.000000,0.036354,0.000000,0.000000,1.000000,0.036263,0.034460,0.078947,0.000000,0.555556,0.034643,0.915551,0.561784,0.759671,0.703027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.839901,0.917478,0.998736,0.930914,0.955422,0.696234,0.774877,0.769063,0.750000,0.775862,0.000000,0.001313,0.002247,0.000000,NONE	%docid = GX269-70-4198702 inc = 1 prob = 0.375223
1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.136364,0.375000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.724138,0.000000,0.130687,0.111111,1.000000,NONE	%docid = GX000-20-15124515 inc = 1 prob = 0.0897452
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.802578,0.000000,1.000000,0.000000,0.799634,0.000000,0.000000,0.250000,0.000000,0.000000,0.822819,0.642552,0.169094,0.168430,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.847160,0.643389,0.202144,0.160668,0.500000,0.000000,0.000000,0.000000,0.000000,0.181818,NONE	%docid = GX004-11-0627163 inc = 1 prob = 0.206043
0.089683,0.000000,0.500000,0.000000,0.089202,0.000000,0.000000,0.000000,0.000000,0.000000,0.770668,0.000000,0.180861,0.000000,0.762163,0.046074,0.318182,0.375000,1.000000,0.046520,1.000000,0.976652,0.752812,1.000000,0.000000,0.000000,0.000000,0.000000,0.155429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.975117,0.752308,1.000000,0.500000,0.482759,0.000000,0.006531,0.022222,0.818182,HIGH	%docid = GX016-47-14310890 inc = 0.0409216798630654 prob = 0.810678
0.288980,1.000000,0.500000,0.000000,0.291080,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.518776,0.000000,1.000000,0.259236,1.000000,0.875000,1.000000,0.260366,0.733473,0.501267,0.545596,0.542193,1.000000,0.000000,0.000000,0.000000,0.285333,0.342536,0.540640,0.289195,0.000000,0.000000,0.000000,0.000000,0.738996,0.504274,0.549104,0.546702,1.000000,1.000000,0.000000,0.023457,0.088889,0.818182,NONE	%docid = GX046-21-8016768 inc = 0.0194433194597647 prob = 0.502466
0.155334,0.000000,0.000000,0.000000,0.154343,0.000000,0.000000,0.000000,0.000000,0.000000,0.756155,0.000000,0.000000,0.000000,0.747144,0.148372,0.181818,0.375000,0.500000,0.148613,0.345992,0.251689,0.200313,0.160823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.346704,0.248275,0.195387,0.157474,0.500000,0.931034,0.000000,1.000000,1.000000,1.000000,NONE	%docid = GX226-58-13024452 inc = 0.00292035588145337 prob = 0.0699134
0.356975,0.000000,0.000000,0.000000,0.356221,0.000000,0.000000,0.000000,0.000000,0.000000,0.578388,0.000000,0.000000,0.000000,0.571387,0.259726,0.181818,1.000000,0.000000,0.260064,0.386346,0.463710,0.477837,0.499712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.389395,0.462667,0.476623,0.499770,0.000000,0.241379,0.000000,0.008970,0.022222,0.000000,LOW	%docid = GX227-55-1969734 inc = 0.0106515214716756 prob = 0.160632
0.371630,0.000000,0.000000,0.000000,0.370892,0.000000,0.000000,0.000000,0.000000,0.000000,0.997383,0.000000,0.000000,0.000000,0.981720,0.235953,0.000000,0.000000,0.250000,0.235880,0.902470,1.000000,1.000000,0.997593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.905776,1.000000,1.000000,0.999406,0.000000,0.862069,0.000000,0.000000,0.000000,0.000000,HIGH	%docid = GX229-77-15614690 inc = 1 prob = 0.851179
0.047859,0.000000,0.000000,0.000000,0.047859,0.000000,0.000000,0.000000,0.000000,0.000000,0.074233,0.000000,0.000000,0.000000,0.075132,0.052727,0.333333,0.057143,0.000000,0.052264,0.000000,0.125568,0.427538,0.341965,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.154802,0.425296,0.346070,0.000000,0.000000,0.000000,0.459787,0.800000,1.000000,NONE	%docid = GX000-03-4262376 inc = 1 prob = 0.0897452
0.010076,0.333333,0.333333,0.000000,0.015113,0.000000,0.000000,0.000000,0.000000,0.000000,0.083919,0.402545,0.494037,0.000000,0.089434,0.007617,0.416667,0.142857,0.375000,0.007515,0.241923,0.043107,0.156596,0.040996,0.455592,0.000000,0.000000,0.000000,0.331372,0.031540,0.000832,0.024174,0.000000,0.000000,0.000000,0.000000,0.271095,0.090645,0.207470,0.075376,0.400000,0.461538,0.000000,0.033086,0.400000,0.072398,NONE	%docid = GX002-50-12181343 inc = 1 prob = 0.0491918
0.113350,0.000000,0.000000,0.000000,0.113350,0.000000,0.000000,0.000000,0.000000,0.000000,0.090014,0.000000,0.000000,0.000000,0.090834,0.020786,0.333333,0.142857,0.375000,0.020631,0.897781,0.761457,0.949615,0.773647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.854151,0.753675,0.938376,0.750363,0.600000,0.743590,0.000000,0.013721,0.600000,0.067873,LOW	%docid = GX010-56-3508768 inc = 1 prob = 0.54626
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.077574,0.000000,0.000000,0.000000,0.078530,0.001720,0.166667,0.114286,0.250000,0.001375,0.181887,0.000000,0.028945,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.157745,0.000000,0.028731,0.000000,0.600000,0.641026,0.000000,0.064343,0.200000,0.013575,NONE	%docid = GX051-38-0037032 inc = 0.0141012359583825 prob = 0.022383
0.103275,0.333333,0.000000,0.000000,0.105793,0.000000,0.000000,0.000000,0.000000,0.000000,0.097232,0.402545,0.000000,0.000000,0.100342,0.012973,0.333333,0.228571,0.250000,0.012919,1.000000,0.879155,1.000000,0.871154,0.524743,0.021657,0.000437,0.013711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.956616,0.866629,1.000000,0.843215,0.400000,0.282051,0.000000,0.018282,0.200000,0.000000,LOW	%docid = GX054-62-16369656 inc = 0.0577734738836199 prob = 0.665946
0.788413,0.000000,0.000000,0.000000,0.788413,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.204177,0.333333,0.085714,1.000000,0.204097,0.363734,0.489628,0.905628,0.540136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.354387,0.503193,0.898827,0.535638,0.200000,0.743590,0.000000,0.044760,0.400000,0.126697,NONE	%docid = GX067-46-7522058 inc = 0.0141012359583825 prob = 0.229326
0.002519,1.000000,0.666667,0.000000,0.015113,0.000000,0.000000,0.000000,0.000000,0.000000,0.079866,1.000000,1.000000,0.000000,0.089627,0.000000,0.500000,0.057143,0.875000,0.000000,0.832729,1.000000,0.483499,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.768110,1.000000,1.000000,1.000000,0.000000,0.974983,0.200000,0.004525,LOW	%docid = GX072-38-11781307 inc = 1 prob = 0.170346
0.171285,0.000000,1.000000,0.000000,0.178841,0.000000,0.000000,0.000000,0.000000,0.000000,0.062135,0.000000,0.798169,0.000000,0.064220,0.044324,0.083333,1.000000,0.875000,0.045682,0.062299,0.015998,0.189298,0.092038,0.000000,0.000000,0.000000,0.000000,0.121607,0.000000,0.013152,0.163683,0.000000,0.000000,0.000000,0.000000,0.073300,0.054429,0.204085,0.113820,1.000000,0.820513,0.000000,0.014697,0.400000,0.054299,NONE	%docid = GX092-79-13782813 inc = 1 prob = 0.0704373
0.012594,0.000000,0.000000,0.000000,0.012594,0.000000,0.000000,0.000000,0.000000,0.000000,0.080749,0.000000,0.000000,0.000000,0.081688,0.003735,0.000000,0.114286,0.250000,0.003291,0.675332,0.630279,0.565497,0.753925,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.629819,0.604453,0.559713,0.712686,0.200000,0.256410,0.000000,0.000000,0.000000,0.004525,LOW	%docid = GX133-61-0787889 inc = 0.0121080859726381 prob = 0.0972471
